FIPS,POPULATION,POP_DENSITY,PCT_URBAN,MEDIAN_INCOME,cluster,State,County
0500000US38021,5013,4.7,0,35085,9,NORTH DAKOTA,DICKEY
0500000US38023,2196,1.6,0.001,42984,9,NORTH DAKOTA,DIVIDE
0500000US38025,4054,1.8,0,55625,9,NORTH DAKOTA,DUNN
0500000US38027,2378,3.8,0.001,29239,9,NORTH DAKOTA,EDDY
0500000US38029,3316,2.4,0,27850,9,NORTH DAKOTA,EMMONS
0500000US38031,3396,5.3,0.001,33966,9,NORTH DAKOTA,FOSTER
0500000US38033,1812,1.7,0.001,47188,9,NORTH DAKOTA,GOLDEN VALLEY
0500000US38035,73101,46.5,0.829,39582,0,NORTH DAKOTA,GRAND FORKS
0500000US38037,2351,1.4,0.001,30272,9,NORTH DAKOTA,GRANT
0500000US38039,2242,3.4,0.001,32880,9,NORTH DAKOTA,GRIGGS
0500000US38041,2502,2.2,0.001,26146,9,NORTH DAKOTA,HETTINGER
0500000US38043,2397,1.8,0.001,27377,9,NORTH DAKOTA,KIDDER
0500000US38045,4173,3.6,0,35268,9,NORTH DAKOTA,LAMOURE
0500000US38047,1814,2,0.001,36364,9,NORTH DAKOTA,LOGAN
0500000US38049,5420,2.9,0,35188,9,NORTH DAKOTA,MCHENRY
0500000US38051,2568,2.9,0.001,38438,9,NORTH DAKOTA,MCINTOSH
0500000US38053,13762,2.3,0.495,61840,9,NORTH DAKOTA,MCKENZIE
0500000US38055,9788,4.2,0,45216,9,NORTH DAKOTA,MCLEAN
0500000US38057,8405,8.1,0,44216,9,NORTH DAKOTA,MERCER
0500000US38059,32916,14.3,0.718,35723,0,NORTH DAKOTA,MORTON
0500000US38061,9717,4.2,0,61827,9,NORTH DAKOTA,MOUNTRAIL
0500000US38063,3035,3.2,0.001,26838,9,NORTH DAKOTA,NELSON
0500000US38065,1850,2.6,0.001,50370,9,NORTH DAKOTA,OLIVER
0500000US38067,6912,6.6,0,37179,9,NORTH DAKOTA,PEMBINA
0500000US38069,4038,4.3,0,29188,9,NORTH DAKOTA,PIERCE
0500000US38071,11638,9.6,0.648,30777,9,NORTH DAKOTA,RAMSEY
0500000US38073,5679,6.3,0,37591,9,NORTH DAKOTA,RANSOM
0500000US38075,2328,2.8,0.001,44943,9,NORTH DAKOTA,RENVILLE
0500000US38077,16546,11.4,0.474,33614,9,NORTH DAKOTA,RICHLAND
0500000US38079,12508,15.4,0,23664,9,NORTH DAKOTA,ROLETTE
0500000US38081,3839,4.5,0.001,48581,9,NORTH DAKOTA,SARGENT
0500000US38083,1328,1.4,0.001,37708,9,NORTH DAKOTA,SHERIDAN
0500000US38085,3993,3.8,0.001,25114,9,NORTH DAKOTA,SIOUX
0500000US38087,775,0.6,0.002,51771,9,NORTH DAKOTA,SLOPE
0500000US38089,32710,18.1,0.773,42115,0,NORTH DAKOTA,STARK
0500000US38091,1870,2.8,0.001,48047,9,NORTH DAKOTA,STEELE
0500000US38093,21678,9.5,0.719,32260,9,NORTH DAKOTA,STUTSMAN
0500000US38095,2190,2.2,0.001,30556,9,NORTH DAKOTA,TOWNER
0500000US38097,8008,9.4,0,34493,9,NORTH DAKOTA,TRAILL
0500000US38099,10631,8.7,0,39130,9,NORTH DAKOTA,WALSH
0500000US38101,69686,30.6,0.762,42012,0,NORTH DAKOTA,WARD
0500000US38103,4031,3.3,0,31875,9,NORTH DAKOTA,WELLS
0500000US38105,38460,10.8,0.724,51514,0,NORTH DAKOTA,WILLIAMS
0500000US39001,27564,48.9,0,21828,9,OHIO,ADAMS
0500000US39003,102462,264.2,0.717,32610,13,OHIO,ALLEN
0500000US39005,52658,125.6,0.398,32702,0,OHIO,ASHLAND
0500000US39007,97869,144.6,0.506,28364,13,OHIO,ASHTABULA
0500000US39009,62933,128.6,0.476,22490,0,OHIO,ATHENS
0500000US39011,46282,114.5,0.624,39616,0,OHIO,AUGLAIZE
0500000US39013,67077,132.3,0.425,31973,0,OHIO,BELMONT
0500000US39015,43694,91.5,0.051,29397,0,OHIO,BROWN
0500000US39017,387830,788.2,0.905,39331,11,OHIO,BUTLER
0500000US39019,26866,73.1,0,34306,9,OHIO,CARROLL
0500000US39021,38678,93.5,0.333,37122,0,OHIO,CHAMPAIGN
0500000US39023,136032,348,0.76,32370,13,OHIO,CLARK
0500000US39025,207650,436.5,0.739,42754,7,OHIO,CLERMONT
0500000US39027,42046,102.9,0.314,35858,0,OHIO,CLINTON
0500000US39029,102331,202.7,0.474,30512,13,OHIO,COLUMBIANA
0500000US39031,36621,65.4,0.368,26101,0,OHIO,COSHOCTON
0500000US39033,41939,109,0.683,30903,0,OHIO,CRAWFORD
0500000US39035,1263667,2800,0.995,36104,10,OHIO,CUYAHOGA
0500000US39037,51839,88.5,0.33,29406,0,OHIO,DARKE
0500000US39039,38329,94.9,0.483,36281,0,OHIO,DEFIANCE
0500000US39041,211121,393.2,0.803,53596,7,OHIO,DELAWARE
0500000US39043,75560,306.4,0.738,33999,0,OHIO,ERIE
0500000US39045,157622,289.8,0.662,37301,7,OHIO,FAIRFIELD
0500000US39047,28897,71.4,0.546,28672,9,OHIO,FAYETTE
0500000US39049,1313598,2186.1,0.988,46189,10,OHIO,FRANKLIN
0500000US39051,42709,105.3,0.181,41509,0,OHIO,FULTON
0500000US39053,29369,66.3,0.221,28662,9,OHIO,GALLIA
0500000US39055,95408,233.4,0.225,48802,13,OHIO,GEAUGA
0500000US39057,167043,390.5,0.802,42580,7,OHIO,GREENE
0500000US39059,38542,76.8,0.388,30108,0,OHIO,GUERNSEY
0500000US39061,826790,1976.7,0.979,38847,5,OHIO,HAMILTON
0500000US39063,75139,140.7,0.719,35632,0,OHIO,HANCOCK
0500000US39065,30738,68.1,0.452,31107,9,OHIO,HARDIN
0500000US39067,14623,39.4,0,27319,9,OHIO,HARRISON
0500000US39069,27618,67.8,0.341,39147,9,OHIO,HENRY
0500000US39071,43162,78.8,0.289,26211,0,OHIO,HIGHLAND
0500000US39073,28180,69.7,0.284,28984,9,OHIO,HOCKING
0500000US39075,44166,100.3,0,30156,0,OHIO,HOLMES
0500000US39077,58583,121.3,0.505,37062,0,OHIO,HURON
0500000US39079,32531,79,0.387,24605,0,OHIO,JACKSON
0500000US39081,65620,170.7,0.613,28707,0,OHIO,JEFFERSON
0500000US39083,62399,115.9,0.328,38387,0,OHIO,KNOX
0500000US39085,232202,1011.2,0.934,43115,7,OHIO,LAKE
0500000US39087,58570,137.7,0.565,27448,0,OHIO,LAWRENCE
0500000US39089,177454,243.9,0.677,39470,7,OHIO,LICKING
0500000US39091,45997,100,0.537,35710,0,OHIO,LOGAN
0500000US39093,311737,613.6,0.875,35773,11,OHIO,LORAIN
0500000US39095,431212,1296.2,0.956,33408,3,OHIO,LUCAS
0500000US39097,43947,93.2,0.397,45474,0,OHIO,MADISON
0500000US39099,229044,580.2,0.854,31619,7,OHIO,MAHONING
0500000US39101,65515,164.7,0.653,29735,0,OHIO,MARION
0500000US39103,181448,409,0.667,43855,7,OHIO,MEDINA
0500000US39105,22361,55.3,0.137,24504,9,OHIO,MEIGS
0500000US39107,42154,88.3,0.31,40724,0,OHIO,MERCER
0500000US39109,107899,252.1,0.706,37093,13,OHIO,MIAMI
0500000US39111,13514,32.1,0.017,26795,9,OHIO,MONROE
0500000US39113,536136,1159.5,0.95,35917,3,OHIO,MONTGOMERY
0500000US39115,13955,36.2,0,22721,9,OHIO,MORGAN
0500000US39117,34892,85.8,0,42268,0,OHIO,MORROW
0500000US39119,86346,129.5,0.522,28021,13,OHIO,MUSKINGUM
0500000US39121,14166,36.8,0,26797,9,OHIO,NOBLE
0500000US39123,40479,162.5,0.535,40912,0,OHIO,OTTAWA
0500000US39125,18858,47.1,0,32273,9,OHIO,PAULDING
0500000US39127,35439,88.4,0.215,24850,0,OHIO,PERRY
0500000US39129,58458,111.1,0.448,35384,0,OHIO,PICKAWAY
0500000US39131,27271,65.2,0.224,27648,9,OHIO,PIKE
0500000US39133,161897,331.2,0.631,34313,7,OHIO,PORTAGE
0500000US39135,41027,99.7,0.259,32257,0,OHIO,PREBLE
0500000US39137,34395,71.5,0.171,39206,0,OHIO,PUTNAM
0500000US39139,124504,251.3,0.687,31216,13,OHIO,RICHLAND
0500000US39141,77205,113.3,0.401,30329,0,OHIO,ROSS
0500000US39143,59013,149.2,0.582,33085,0,OHIO,SANDUSKY
0500000US39145,74392,130.3,0.467,22104,0,OHIO,SCIOTO
0500000US39147,55166,103,0.562,33300,0,OHIO,SENECA
0500000US39149,48307,121.2,0.463,38265,0,OHIO,SHELBY
0500000US39151,374712,652.9,0.862,33226,11,OHIO,STARK
0500000US39153,540567,1312.6,0.967,37227,3,OHIO,SUMMIT
0500000US39155,202199,340.1,0.75,29967,7,OHIO,TRUMBULL
0500000US39157,93025,163.1,0.519,31781,13,OHIO,TUSCARAWAS
0500000US39159,61769,121.1,0.532,54483,0,OHIO,UNION
0500000US39161,28808,70.3,0.52,32127,9,OHIO,VAN WERT
0500000US39163,12853,32.6,0.058,27808,9,OHIO,VINTON
0500000US39165,239556,530,0.827,56100,7,OHIO,WARREN
0500000US39167,59942,97.8,0.434,30788,0,OHIO,WASHINGTON
0500000US39169,116858,206.4,0.493,32719,13,OHIO,WAYNE
0500000US39171,37026,89.4,0.266,34675,0,OHIO,WILLIAMS
0500000US39173,131930,203.3,0.705,36779,13,OHIO,WOOD
0500000US39175,21933,55.6,0.319,32422,9,OHIO,WYANDOT
0500000US40001,19839,39.6,0,19986,9,OKLAHOMA,ADAIR
0500000US40003,5744,6.5,0,38026,9,OKLAHOMA,ALFALFA
0500000US40005,14080,14.5,0,22511,9,OKLAHOMA,ATOKA
0500000US40007,5100,3.1,0,37583,9,OKLAHOMA,BEAVER
0500000US40009,22349,24.5,0.567,26480,9,OKLAHOMA,BECKHAM
0500000US40011,8799,12.9,0,36136,9,OKLAHOMA,BLAINE
0500000US40013,45809,46.9,0.406,25736,0,OKLAHOMA,BRYAN
0500000US40015,27253,23.2,0.195,27159,9,OKLAHOMA,CADDO
0500000US40017,151174,128.9,0.82,48509,7,OKLAHOMA,CANADIAN
0500000US40019,48102,57.8,0.465,32656,0,OKLAHOMA,CARTER
0500000US40021,47307,62.7,0.376,25293,0,OKLAHOMA,CHEROKEE
0500000US40023,14307,19.7,0.355,24551,9,OKLAHOMA,CHOCTAW
0500000US40025,2271,1.3,0.001,25000,9,OKLAHOMA,CIMARRON
0500000US40027,292110,474.7,0.86,40936,11,OKLAHOMA,CLEVELAND
0500000US40029,5294,11.5,0,27931,9,OKLAHOMA,COAL
0500000US40031,121502,116.1,0.761,35191,13,OKLAHOMA,COMANCHE
0500000US40033,5603,9.8,0,31106,9,OKLAHOMA,COTTON
0500000US40035,14172,19.7,0.389,28333,9,OKLAHOMA,CRAIG
0500000US40037,71879,73.6,0.373,27706,0,OKLAHOMA,CREEK
0500000US40039,28564,27.8,0.703,36372,9,OKLAHOMA,CUSTER
0500000US40041,40688,56.2,0.184,27313,0,OKLAHOMA,DELAWARE
0500000US40043,4548,4.8,0,31250,9,OKLAHOMA,DEWEY
0500000US40045,3813,3.4,0,26368,9,OKLAHOMA,ELLIS
0500000US40047,62628,57.2,0.807,36368,0,OKLAHOMA,GARFIELD
0500000US40049,25949,34.4,0.233,31177,9,OKLAHOMA,GARVIN
0500000US40051,54739,47.6,0.305,30308,0,OKLAHOMA,GRADY
0500000US40053,4166,4.5,0,39563,9,OKLAHOMA,GRANT
0500000US40055,5548,9.8,0,24265,9,OKLAHOMA,GREER
0500000US40057,2540,5.4,0.001,35658,9,OKLAHOMA,HARMON
0500000US40059,3358,3.5,0.001,24722,9,OKLAHOMA,HARPER
0500000US40061,11711,22.1,0,22975,9,OKLAHOMA,HASKELL
0500000US40063,13406,17.4,0.352,23598,9,OKLAHOMA,HUGHES
0500000US40065,24960,32.9,0.765,34107,9,OKLAHOMA,JACKSON
0500000US40067,5491,8.5,0,23185,9,OKLAHOMA,JEFFERSON
0500000US40069,10446,17,0,28787,9,OKLAHOMA,JOHNSTON
0500000US40071,44019,50.6,0.707,30619,0,OKLAHOMA,KAY
0500000US40073,15272,16.7,0,40991,9,OKLAHOMA,KINGFISHER
0500000US40075,8518,9.3,0,21776,9,OKLAHOMA,KIOWA
0500000US40077,9555,15.4,0,24462,9,OKLAHOMA,LATIMER
0500000US40079,48436,31.7,0.196,25170,0,OKLAHOMA,LE FLORE
0500000US40081,33650,36,0,26851,0,OKLAHOMA,LINCOLN
0500000US40083,49005,56.3,0.39,29463,0,OKLAHOMA,LOGAN
0500000US40085,10105,18.3,0,31679,9,OKLAHOMA,LOVE
0500000US40087,41258,60.5,0.141,36929,0,OKLAHOMA,MCCLAIN
0500000US40089,31112,17.9,0.181,22472,9,OKLAHOMA,MCCURTAIN
0500000US40091,19105,32.7,0,22302,9,OKLAHOMA,MCINTOSH
0500000US40093,7753,7.9,0,33269,9,OKLAHOMA,MAJOR
0500000US40095,15361,42.7,0,26053,9,OKLAHOMA,MARSHALL
0500000US40097,39303,63,0.232,26713,0,OKLAHOMA,MAYES
0500000US40099,13874,32.4,0.334,36819,9,OKLAHOMA,MURRAY
0500000US40101,66881,87.6,0.577,26321,0,OKLAHOMA,MUSKOGEE
0500000US40103,11020,15.8,0.447,32399,9,OKLAHOMA,NOBLE
0500000US40105,9484,18.6,0.073,24473,9,OKLAHOMA,NOWATA
0500000US40107,11444,19.7,0,21875,9,OKLAHOMA,OKFUSKEE
0500000US40109,790938,1013.8,0.933,39040,12,OKLAHOMA,OKLAHOMA
0500000US40111,37046,57.5,0.484,26844,0,OKLAHOMA,OKMULGEE
0500000US40113,46140,21.1,0.265,29228,0,OKLAHOMA,OSAGE
0500000US40115,30568,67.6,0.503,24523,9,OKLAHOMA,OTTAWA
0500000US40117,15687,29.2,0,27269,9,OKLAHOMA,PAWNEE
0500000US40119,81817,113,0.692,24314,13,OKLAHOMA,PAYNE
0500000US40121,43836,35.1,0.405,26678,0,OKLAHOMA,PITTSBURG
0500000US40123,38102,52,0.497,28764,0,OKLAHOMA,PONTOTOC
0500000US40125,72331,88.2,0.5,27404,0,OKLAHOMA,POTTAWATOMIE
0500000US40127,10891,8.3,0,20154,9,OKLAHOMA,PUSHMATAHA
0500000US40129,3477,3.2,0.001,38929,9,OKLAHOMA,ROGER MILLS
0500000US40131,94637,128.6,0.459,38686,13,OKLAHOMA,ROGERS
0500000US40133,23798,40.3,0.268,22227,9,OKLAHOMA,SEMINOLE
0500000US40135,39652,63,0.19,23190,0,OKLAHOMA,SEQUOYAH
0500000US40137,42983,51.8,0.498,28930,0,OKLAHOMA,STEPHENS
0500000US40139,21448,10.1,0.548,29855,9,OKLAHOMA,TEXAS
0500000US40141,7070,9.2,0,26265,9,OKLAHOMA,TILLMAN
0500000US40143,664084,1058.1,0.955,38386,12,OKLAHOMA,TULSA
0500000US40145,80509,130.1,0.619,40258,13,OKLAHOMA,WAGONER
0500000US40147,52382,122.7,0.768,29992,0,OKLAHOMA,WASHINGTON
0500000US40149,11014,11.6,0,28568,9,OKLAHOMA,WASHITA
0500000US40151,8731,6.9,0.592,28966,9,OKLAHOMA,WOODS
0500000US40153,20591,16.2,0.611,42976,9,OKLAHOMA,WOODWARD
0500000US41001,16539,5.3,0.524,30250,9,OREGON,BAKER
0500000US41003,94667,126.6,0.81,37970,13,OREGON,BENTON
0500000US41005,418577,201,0.825,50833,3,OREGON,CLACKAMAS
0500000US41007,40720,44.7,0.618,37205,0,OREGON,CLATSOP
0500000US41009,52381,75.1,0.589,41354,0,OREGON,COLUMBIA
0500000US41011,64619,39.5,0.613,28723,0,OREGON,COOS
0500000US41013,24300,7,0.475,34423,9,OREGON,CROOK
0500000US41015,23234,13.7,0.461,30082,9,OREGON,CURRY
0500000US41017,194964,52.3,0.65,45623,7,OREGON,DESCHUTES
0500000US41019,110680,21.4,0.589,31985,13,OREGON,DOUGLAS
0500000US41021,1954,1.6,0.001,28839,9,OREGON,GILLIAM
0500000US41023,7225,1.6,0,32974,9,OREGON,GRANT
0500000US41025,7454,0.7,0.557,26504,9,OREGON,HARNEY
0500000US41027,23915,42.8,0.509,49589,9,OREGON,HOOD RIVER
0500000US41029,221662,73,0.79,34941,7,OREGON,JACKSON
0500000US41031,24232,12.2,0.305,36623,9,OREGON,JEFFERSON
0500000US41033,87686,50.4,0.557,30256,13,OREGON,JOSEPHINE
0500000US41035,68899,11.2,0.584,30109,0,OREGON,KLAMATH
0500000US41037,8119,1,0,24508,9,OREGON,LAKE
0500000US41039,380532,77.2,0.817,35588,11,OREGON,LANE
0500000US41041,49866,47,0.694,35133,0,OREGON,LINCOLN
0500000US41043,127200,50.9,0.667,35842,13,OREGON,LINN
0500000US41045,31313,3.2,0.447,24060,9,OREGON,MALHEUR
0500000US41047,344037,266.7,0.847,39878,11,OREGON,MARION
0500000US41049,11964,5.5,0,37582,9,OREGON,MORROW
0500000US41051,810011,1704.9,0.988,53437,12,OREGON,MULTNOMAH
0500000US41053,86347,101.8,0.798,36956,13,OREGON,POLK
0500000US41055,1784,2.1,0.001,35865,9,OREGON,SHERMAN
0500000US41057,27129,22.9,0.44,36370,9,OREGON,TILLAMOOK
0500000US41059,79509,23.6,0.645,34884,13,OREGON,UMATILLA
0500000US41061,26255,12.6,0.571,29485,9,OREGON,UNION
0500000US41063,7330,2.2,0,30156,9,OREGON,WALLOWA
0500000US41065,26603,10.6,0.602,32031,9,OREGON,WASCO
0500000US41067,596969,731.4,0.948,56985,3,OREGON,WASHINGTON
0500000US41069,1477,0.8,0.001,30000,9,OREGON,WHEELER
0500000US41071,107024,138.6,0.726,39965,13,OREGON,YAMHILL
0500000US42001,103782,195.5,0.373,39988,13,PENNSYLVANIA,ADAMS
0500000US42003,1246116,1675.6,0.979,40484,10,PENNSYLVANIA,ALLEGHENY
0500000US42005,65967,105.5,0.365,29981,0,PENNSYLVANIA,ARMSTRONG
0500000US42007,168260,392.3,0.728,33695,7,PENNSYLVANIA,BEAVER
0500000US42009,47729,49.2,0.105,26617,0,PENNSYLVANIA,BEDFORD
0500000US42011,426967,480.4,0.738,39049,3,PENNSYLVANIA,BERKS
0500000US42013,123132,241.7,0.757,29711,13,PENNSYLVANIA,BLAIR
0500000US42015,60233,54.6,0.268,32736,0,PENNSYLVANIA,BRADFORD
0500000US42017,643872,1034.7,0.893,52074,12,PENNSYLVANIA,BUCKS
0500000US42019,192561,233.1,0.573,38853,7,PENNSYLVANIA,BUTLER
0500000US42021,134048,208.7,0.577,27975,13,PENNSYLVANIA,CAMBRIA
0500000US42023,4596,12.8,0,24223,9,PENNSYLVANIA,CAMERON
0500000US42025,64792,171.1,0.376,32478,0,PENNSYLVANIA,CARBON
0500000US42027,158879,138.7,0.645,35018,7,PENNSYLVANIA,CENTRE
0500000US42029,531704,664.7,0.82,57851,3,PENNSYLVANIA,CHESTER
0500000US42031,37571,66.6,0.146,25340,0,PENNSYLVANIA,CLARION
0500000US42033,80667,71.3,0.396,30879,13,PENNSYLVANIA,CLEARFIELD
0500000US42035,37824,44.2,0.483,27383,0,PENNSYLVANIA,CLINTON
0500000US42037,65013,139.3,0.546,32841,0,PENNSYLVANIA,COLUMBIA
0500000US42039,84495,87.7,0.35,30497,13,PENNSYLVANIA,CRAWFORD
0500000US42041,257333,431.6,0.801,45837,11,PENNSYLVANIA,CUMBERLAND
0500000US42043,284199,510.6,0.856,43115,11,PENNSYLVANIA,DAUPHIN
0500000US42045,573883,3040.5,0.994,42974,3,PENNSYLVANIA,DELAWARE
0500000US42047,31037,38.6,0.397,31471,0,PENNSYLVANIA,ELK
0500000US42049,271903,351.1,0.779,31324,11,PENNSYLVANIA,ERIE
0500000US42051,129443,172.8,0.466,28340,13,PENNSYLVANIA,FAYETTE
0500000US42053,7121,18.1,0,27148,9,PENNSYLVANIA,FOREST
0500000US42055,155592,193.7,0.571,40503,7,PENNSYLVANIA,FRANKLIN
0500000US42057,14529,33.9,0,29353,9,PENNSYLVANIA,FULTON
0500000US42059,36248,67.2,0.193,30111,0,PENNSYLVANIA,GREENE
0500000US42061,44458,52.5,0.17,31416,0,PENNSYLVANIA,HUNTINGDON
0500000US42063,83620,107.5,0.422,28123,13,PENNSYLVANIA,INDIANA
0500000US42065,44491,69.3,0.274,30736,0,PENNSYLVANIA,JEFFERSON
0500000US42067,23607,63,0,29276,9,PENNSYLVANIA,JUNIATA
0500000US42069,215529,467.1,0.825,33599,7,PENNSYLVANIA,LACKAWANNA
0500000US42071,550480,550.4,0.758,41219,3,PENNSYLVANIA,LANCASTER
0500000US42073,86311,254.4,0.6,29345,13,PENNSYLVANIA,LAWRENCE
0500000US42075,142486,369.1,0.758,37008,13,PENNSYLVANIA,LEBANON
0500000US42077,372492,1012.5,0.904,40893,11,PENNSYLVANIA,LEHIGH
0500000US42079,324825,360.4,0.78,32769,11,PENNSYLVANIA,LUZERNE
0500000US42081,114274,94.5,0.602,33388,13,PENNSYLVANIA,LYCOMING
0500000US42083,40652,44.4,0.256,27007,0,PENNSYLVANIA,MCKEAN
0500000US42085,111216,173.4,0.537,30552,13,PENNSYLVANIA,MERCER
0500000US42087,46156,113.6,0.484,32092,0,PENNSYLVANIA,MIFFLIN
0500000US42089,168128,279.2,0.408,42502,7,PENNSYLVANIA,MONROE
0500000US42091,850890,1655.9,0.968,54457,5,PENNSYLVANIA,MONTGOMERY
0500000US42093,18198,140.3,0.499,31181,9,PENNSYLVANIA,MONTOUR
0500000US42095,311359,805.4,0.831,43218,11,PENNSYLVANIA,NORTHAMPTON
0500000US42097,91853,206.2,0.683,28000,13,PENNSYLVANIA,NORTHUMBERLAND
0500000US42099,45879,83.4,0.07,39116,0,PENNSYLVANIA,PERRY
0500000US42101,1596865,11379.5,1,38794,1,PENNSYLVANIA,PHILADELPHIA
0500000US42103,58345,105.3,0.15,39644,0,PENNSYLVANIA,PIKE
0500000US42105,16478,16.1,0,29325,9,PENNSYLVANIA,POTTER
0500000US42107,143308,190.4,0.564,31465,13,PENNSYLVANIA,SCHUYLKILL
0500000US42109,39877,120.8,0.292,31637,0,PENNSYLVANIA,SNYDER
0500000US42111,74331,72.4,0.212,30283,0,PENNSYLVANIA,SOMERSET
0500000US42113,5935,14.3,0,30273,9,PENNSYLVANIA,SULLIVAN
0500000US42115,38892,52.7,0,34484,0,PENNSYLVANIA,SUSQUEHANNA
0500000US42117,41089,37,0,29661,0,PENNSYLVANIA,TIOGA
0500000US42119,43094,142.2,0.382,32201,0,PENNSYLVANIA,UNION
0500000US42121,50810,81.5,0.431,31048,0,PENNSYLVANIA,VENANGO
0500000US42123,38791,47.3,0.34,30623,0,PENNSYLVANIA,WARREN
0500000US42125,209090,242.5,0.677,38192,7,PENNSYLVANIA,WASHINGTON
0500000US42127,51244,72.8,0.128,31672,0,PENNSYLVANIA,WAYNE
0500000US42129,355107,355.4,0.735,34239,11,PENNSYLVANIA,WESTMORELAND
0500000US42131,26389,71.2,0.031,37068,9,PENNSYLVANIA,WYOMING
0500000US42133,454605,481.1,0.719,40761,3,PENNSYLVANIA,YORK
0500000US44001,50672,2064,0.988,43027,0,RHODE ISLAND,BRISTOL
0500000US44003,169345,985.9,0.94,44459,7,RHODE ISLAND,KENT
0500000US44005,85525,809.6,0.894,49790,13,RHODE ISLAND,NEWPORT
0500000US44007,656672,1530.3,0.951,38432,12,RHODE ISLAND,PROVIDENCE
0500000US44009,129735,385.7,0.678,48718,13,RHODE ISLAND,WASHINGTON
0500000US45001,24374,51.8,0.218,26771,9,SOUTH CAROLINA,ABBEVILLE
0500000US45003,168045,149.5,0.632,32469,7,SOUTH CAROLINA,AIKEN
0500000US45005,8304,25.5,0,15726,9,SOUTH CAROLINA,ALLENDALE
0500000US45007,202223,261.6,0.59,30869,7,SOUTH CAROLINA,ANDERSON
0500000US45009,13525,40.6,0,18788,9,SOUTH CAROLINA,BAMBERG
0500000US45011,20801,41.2,0,21194,9,SOUTH CAROLINA,BARNWELL
0500000US45013,186007,281.5,0.8,48860,7,SOUTH CAROLINA,BEAUFORT
0500000US45015,224806,161.8,0.77,44997,7,SOUTH CAROLINA,BERKELEY
0500000US45017,14198,39.8,0,28828,9,SOUTH CAROLINA,CALHOUN
0500000US45019,404946,382.3,0.912,45774,11,SOUTH CAROLINA,CHARLESTON
0500000US45021,56204,140.9,0.353,23388,0,SOUTH CAROLINA,CHEROKEE
0500000US45023,32273,57.1,0.28,24375,0,SOUTH CAROLINA,CHESTER
0500000US45025,43655,58.5,0.175,23549,0,SOUTH CAROLINA,CHESTERFIELD
0500000US45027,31613,57.6,0.135,20846,9,SOUTH CAROLINA,CLARENDON
0500000US45029,38520,36.8,0.214,26541,0,SOUTH CAROLINA,COLLETON
0500000US45031,63433,122.4,0.438,23953,0,SOUTH CAROLINA,DARLINGTON
0500000US45033,28527,79.2,0.309,22173,9,SOUTH CAROLINA,DILLON
0500000US45035,160180,238.2,0.847,41875,7,SOUTH CAROLINA,DORCHESTER
0500000US45037,25938,53.9,0.122,22724,9,SOUTH CAROLINA,EDGEFIELD
0500000US45039,21186,34.9,0.223,23967,9,SOUTH CAROLINA,FAIRFIELD
0500000US45041,137276,171.1,0.618,27369,13,SOUTH CAROLINA,FLORENCE
0500000US45043,62992,73.9,0.635,32216,0,SOUTH CAROLINA,GEORGETOWN
0500000US45045,519178,574.7,0.885,39090,3,SOUTH CAROLINA,GREENVILLE
0500000US45047,69338,153.2,0.601,26437,0,SOUTH CAROLINA,GREENWOOD
0500000US45049,19227,37.7,0,22442,9,SOUTH CAROLINA,HAMPTON
0500000US45051,344865,237.5,0.814,36067,11,SOUTH CAROLINA,HORRY
0500000US45053,28363,37.8,0.14,31289,9,SOUTH CAROLINA,JASPER
0500000US45055,64989,84.9,0.464,29934,0,SOUTH CAROLINA,KERSHAW
0500000US45057,94653,139.6,0.628,33847,13,SOUTH CAROLINA,LANCASTER
0500000US45059,67148,93.2,0.346,26778,0,SOUTH CAROLINA,LAURENS
0500000US45061,16730,46.9,0,19375,9,SOUTH CAROLINA,LEE
0500000US45063,291723,375.4,0.748,41021,11,SOUTH CAROLINA,LEXINGTON
0500000US45065,9584,28.5,0,35922,9,SOUTH CAROLINA,MCCORMICK
0500000US45067,29585,67.6,0.41,18951,9,SOUTH CAROLINA,MARION
0500000US45069,26912,60.3,0.393,19258,9,SOUTH CAROLINA,MARLBORO
0500000US45071,37842,59.5,0.297,29797,0,SOUTH CAROLINA,NEWBERRY
0500000US45073,77932,118.6,0.35,28142,0,SOUTH CAROLINA,OCONEE
0500000US45075,84909,83.6,0.335,20811,13,SOUTH CAROLINA,ORANGEBURG
0500000US45077,129617,240.2,0.606,25458,13,SOUTH CAROLINA,PICKENS
0500000US45079,414719,507.9,0.917,36629,3,SOUTH CAROLINA,RICHLAND
0500000US45081,19008,43.9,0.013,26615,9,SOUTH CAROLINA,SALUDA
0500000US45083,322864,351.9,0.708,31471,11,SOUTH CAROLINA,SPARTANBURG
0500000US45085,105537,161.6,0.659,25251,13,SOUTH CAROLINA,SUMTER
0500000US45087,27306,56.3,0.358,21002,9,SOUTH CAROLINA,UNION
0500000US45089,31279,36.8,0.176,14854,9,SOUTH CAROLINA,WILLIAMSBURG
0500000US45091,276569,332.2,0.777,39533,11,SOUTH CAROLINA,YORK
0500000US46003,2649,3.8,0.001,38466,9,SOUTH DAKOTA,AURORA
0500000US46005,18959,13.8,0.74,34669,9,SOUTH DAKOTA,BEADLE
0500000US46007,3411,2.9,0.001,38346,9,SOUTH DAKOTA,BENNETT
0500000US46009,7020,12.5,0,30739,9,SOUTH DAKOTA,BON HOMME
0500000US46011,34315,40.3,0.682,43456,0,SOUTH DAKOTA,BROOKINGS
0500000US46013,38471,21.3,0.741,37799,0,SOUTH DAKOTA,BROWN
