FIPS,POPULATION,POP_DENSITY,PCT_URBAN,MEDIAN_INCOME,cluster,State,County
0500000US46015,5247,6.4,0,38721,9,SOUTH DAKOTA,BRULE
0500000US46017,1974,4.1,0.002,23304,9,SOUTH DAKOTA,BUFFALO
0500000US46019,10167,4.5,0.508,25088,9,SOUTH DAKOTA,BUTTE
0500000US46021,1548,2,0.001,27381,9,SOUTH DAKOTA,CAMPBELL
0500000US46023,9346,8.3,0,31270,9,SOUTH DAKOTA,CHARLES MIX
0500000US46025,3791,3.9,0.001,32411,9,SOUTH DAKOTA,CLARK
0500000US46027,14816,33.6,0.749,33587,9,SOUTH DAKOTA,CLAY
0500000US46029,28289,39.5,0.742,37783,9,SOUTH DAKOTA,CODINGTON
0500000US46031,3965,1.6,0.001,27614,9,SOUTH DAKOTA,CORSON
0500000US46033,8360,5.3,0,37398,9,SOUTH DAKOTA,CUSTER
0500000US46035,19944,44.8,0.812,31290,9,SOUTH DAKOTA,DAVISON
0500000US46037,5487,5.6,0,38036,9,SOUTH DAKOTA,DAY
0500000US46039,4283,7,0,35391,9,SOUTH DAKOTA,DEUEL
0500000US46041,5343,2.3,0.001,35082,9,SOUTH DAKOTA,DEWEY
0500000US46043,2838,7,0.001,22875,9,SOUTH DAKOTA,DOUGLAS
0500000US46045,4005,3.6,0.001,33750,9,SOUTH DAKOTA,EDMUNDS
0500000US46047,6979,4.1,0,33158,9,SOUTH DAKOTA,FALL RIVER
0500000US46049,2157,2.4,0.001,26576,9,SOUTH DAKOTA,FAULK
0500000US46051,7550,10.8,0,30859,9,SOUTH DAKOTA,GRANT
0500000US46053,4004,4.2,0,27865,9,SOUTH DAKOTA,GREGORY
0500000US46055,1868,1.1,0.001,17083,9,SOUTH DAKOTA,HAAKON
0500000US46057,6127,11.6,0,41618,9,SOUTH DAKOTA,HAMLIN
0500000US46059,3061,2.4,0.001,30529,9,SOUTH DAKOTA,HAND
0500000US46061,3429,7.7,0.001,42292,9,SOUTH DAKOTA,HANSON
0500000US46063,1179,0.5,0.001,53654,9,SOUTH DAKOTA,HARDING
0500000US46065,17829,23,0.758,38760,9,SOUTH DAKOTA,HUGHES
0500000US46067,7412,9,0,32841,9,SOUTH DAKOTA,HUTCHINSON
0500000US46069,1381,1.7,0.002,30750,9,SOUTH DAKOTA,HYDE
0500000US46071,2868,1.6,0.001,20000,9,SOUTH DAKOTA,JACKSON
0500000US46073,1811,3.9,0.001,32222,9,SOUTH DAKOTA,JERAULD
0500000US46075,916,1,0.002,35536,9,SOUTH DAKOTA,JONES
0500000US46077,5131,6.2,0,34167,9,SOUTH DAKOTA,KINGSBURY
0500000US46079,11358,19.9,0.518,40167,9,SOUTH DAKOTA,LAKE
0500000US46081,25687,30.1,0.636,32199,9,SOUTH DAKOTA,LAWRENCE
0500000US46083,63233,77.7,0.752,52275,0,SOUTH DAKOTA,LINCOLN
0500000US46085,3746,2.3,0.001,42330,9,SOUTH DAKOTA,LYMAN
0500000US46087,5676,9.8,0,48125,9,SOUTH DAKOTA,MCCOOK
0500000US46089,2245,2.2,0.001,22208,9,SOUTH DAKOTA,MCPHERSON
0500000US46091,4373,5.6,0,38255,9,SOUTH DAKOTA,MARSHALL
0500000US46093,29561,7.3,0.654,34011,9,SOUTH DAKOTA,MEADE
0500000US46095,1916,1.6,0.001,27969,9,SOUTH DAKOTA,MELLETTE
0500000US46097,2293,4.2,0.001,30556,9,SOUTH DAKOTA,MINER
0500000US46099,194884,210,0.87,41295,7,SOUTH DAKOTA,MINNEHAHA
0500000US46101,6335,12.5,0,36761,9,SOUTH DAKOTA,MOODY
0500000US46102,13835,0,0,14253,9,SOUTH DAKOTA,OGLALA LAKOTA
0500000US46103,108707,36.4,0.807,36106,13,SOUTH DAKOTA,PENNINGTON
0500000US46105,2977,1,0.001,31429,9,SOUTH DAKOTA,PERKINS
0500000US46107,2613,2.7,0.001,40789,9,SOUTH DAKOTA,POTTER
0500000US46109,10254,9.2,0,35305,9,SOUTH DAKOTA,ROBERTS
0500000US46111,2371,4.1,0.001,28669,9,SOUTH DAKOTA,SANBORN
0500000US46115,6408,4.3,0,42917,9,SOUTH DAKOTA,SPINK
0500000US46117,2963,2.1,0.698,33438,9,SOUTH DAKOTA,STANLEY
0500000US46119,1279,1.4,0.001,41964,9,SOUTH DAKOTA,SULLY
0500000US46121,9434,6.9,0,19000,9,SOUTH DAKOTA,TODD
0500000US46123,5615,3.5,0,34040,9,SOUTH DAKOTA,TRIPP
0500000US46125,8621,13.5,0,33190,9,SOUTH DAKOTA,TURNER
0500000US46127,16424,31.3,0.422,45699,9,SOUTH DAKOTA,UNION
0500000US46129,5355,7.7,0,35966,9,SOUTH DAKOTA,WALWORTH
0500000US46135,23213,43.1,0.682,39388,9,SOUTH DAKOTA,YANKTON
0500000US46137,2479,1.4,0.001,26667,9,SOUTH DAKOTA,ZIEBACH
0500000US47001,76683,222.8,0.64,32409,0,TENNESSEE,ANDERSON
0500000US47003,49754,95.1,0.437,36861,0,TENNESSEE,BEDFORD
0500000US47005,15872,41.8,0,23040,9,TENNESSEE,BENTON
0500000US47007,14863,31.7,0,23575,9,TENNESSEE,BLEDSOE
0500000US47009,134042,220.2,0.613,36554,13,TENNESSEE,BLOUNT
0500000US47011,107845,301,0.683,31847,13,TENNESSEE,BRADLEY
0500000US47013,39388,84.8,0.471,24509,0,TENNESSEE,CAMPBELL
0500000US47015,14309,52,0,29107,9,TENNESSEE,CANNON
0500000US47017,28370,47.6,0.165,23712,9,TENNESSEE,CARROLL
0500000US47019,56314,168.3,0.58,23131,0,TENNESSEE,CARTER
0500000US47021,40878,129.3,0,39185,0,TENNESSEE,CHEATHAM
0500000US47023,17278,60,0.294,19964,9,TENNESSEE,CHESTER
0500000US47025,31958,74.1,0.278,23168,0,TENNESSEE,CLAIBORNE
0500000US47027,7568,33.2,0,15259,9,TENNESSEE,CLAY
0500000US47029,35896,82.1,0.31,23132,0,TENNESSEE,COCKE
0500000US47031,57227,123.1,0.548,32716,0,TENNESSEE,COFFEE
0500000US47033,14012,54.9,0,27180,9,TENNESSEE,CROCKETT
0500000US47035,60568,82.3,0.492,31807,0,TENNESSEE,CUMBERLAND
0500000US47037,708490,1243.3,0.971,51467,12,TENNESSEE,DAVIDSON
0500000US47039,11460,35.2,0,19980,9,TENNESSEE,DECATUR
0500000US47041,19875,61.5,0.209,24650,9,TENNESSEE,DEKALB
0500000US47043,54000,101.4,0.321,36162,0,TENNESSEE,DICKSON
0500000US47045,36975,74.8,0.473,28872,0,TENNESSEE,DYER
0500000US47047,41584,54.5,0.244,35830,0,TENNESSEE,FAYETTE
0500000US47049,18385,36,0,22882,9,TENNESSEE,FENTRESS
0500000US47051,42528,74,0.331,28222,0,TENNESSEE,FRANKLIN
0500000US47053,50278,82.4,0.317,21684,0,TENNESSEE,GIBSON
0500000US47055,30197,48.3,0.272,32933,9,TENNESSEE,GILES
0500000US47057,23377,80.7,0.158,19670,9,TENNESSEE,GRAINGER
0500000US47059,69926,110.6,0.317,23472,0,TENNESSEE,GREENE
0500000US47061,13471,38,0,20329,9,TENNESSEE,GRUNDY
0500000US47063,64184,388,0.771,25198,0,TENNESSEE,HAMBLEN
0500000US47065,363790,620.3,0.885,35662,11,TENNESSEE,HAMILTON
0500000US47067,6695,30.7,0,18792,9,TENNESSEE,HANCOCK
0500000US47069,25612,40.8,0.229,22536,9,TENNESSEE,HARDEMAN
0500000US47071,26722,45.1,0.274,24684,9,TENNESSEE,HARDIN
0500000US47073,56803,116.7,0.374,24637,0,TENNESSEE,HAWKINS
0500000US47075,17912,35.2,0.543,22356,9,TENNESSEE,HAYWOOD
0500000US47077,27800,53.4,0.24,25936,9,TENNESSEE,HENDERSON
0500000US47079,32298,57.5,0.298,26843,0,TENNESSEE,HENRY
0500000US47081,24848,40.3,0,24394,9,TENNESSEE,HICKMAN
0500000US47083,8238,42.1,0,24333,9,TENNESSEE,HOUSTON
0500000US47085,18956,34.9,0,32822,9,TENNESSEE,HUMPHREYS
0500000US47087,11626,37.7,0,19603,9,TENNESSEE,JACKSON
0500000US47089,54358,187.6,0.228,29146,0,TENNESSEE,JEFFERSON
0500000US47091,17912,61.1,0,21212,9,TENNESSEE,JOHNSON
0500000US47093,475286,850.5,0.912,36571,3,TENNESSEE,KNOX
0500000US47095,7187,47.2,0,20565,9,TENNESSEE,LAKE
0500000US47097,25406,58.9,0.296,27242,9,TENNESSEE,LAUDERDALE
0500000US47099,43967,67.8,0.282,24282,0,TENNESSEE,LAWRENCE
0500000US47101,12485,43.1,0,27158,9,TENNESSEE,LEWIS
0500000US47103,35042,58.5,0.302,29653,0,TENNESSEE,LINCOLN
0500000US47105,54349,211.8,0.656,37740,0,TENNESSEE,LOUDON
0500000US47107,53065,121.5,0.393,28929,0,TENNESSEE,MCMINN
0500000US47109,25916,46.3,0,22669,9,TENNESSEE,MCNAIRY
0500000US47111,24954,72.4,0.259,26619,9,TENNESSEE,MACON
0500000US47113,98373,176.4,0.736,32214,13,TENNESSEE,MADISON
0500000US47115,28679,56.7,0.088,26643,9,TENNESSEE,MARION
0500000US47117,33909,81.5,0.364,33738,0,TENNESSEE,MARSHALL
0500000US47119,99011,132,0.649,36997,13,TENNESSEE,MAURY
0500000US47121,12622,60.2,0,21970,9,TENNESSEE,MEIGS
0500000US47123,46041,70,0.258,22028,0,TENNESSEE,MONROE
0500000US47125,216172,319.6,0.828,38983,7,TENNESSEE,MONTGOMERY
0500000US47127,6481,49.2,0.001,26667,9,TENNESSEE,MOORE
0500000US47129,21158,42.1,0,27091,9,TENNESSEE,MORGAN
0500000US47131,30722,58.4,0.409,24569,9,TENNESSEE,OBION
0500000US47133,22364,50.9,0,22575,9,TENNESSEE,OVERTON
0500000US47135,8313,19.1,0,17045,9,TENNESSEE,PERRY
0500000US47137,5021,31.2,0,17168,9,TENNESSEE,PICKETT
0500000US47139,17502,38.7,0,26740,9,TENNESSEE,POLK
0500000US47141,78955,180.3,0.628,28575,13,TENNESSEE,PUTNAM
0500000US47143,32723,100.9,0.281,26210,0,TENNESSEE,RHEA
0500000US47145,53313,150.2,0.485,28800,0,TENNESSEE,ROANE
0500000US47147,72309,139.2,0.474,35449,0,TENNESSEE,ROBERTSON
0500000US47149,335595,424,0.851,44560,11,TENNESSEE,RUTHERFORD
0500000US47151,21855,41.8,0,19456,9,TENNESSEE,SCOTT
0500000US47153,15727,53.1,0,27315,9,TENNESSEE,SEQUATCHIE
0500000US47155,98088,151.7,0.423,31848,13,TENNESSEE,SEVIER
0500000US47157,929178,1215.5,0.97,34987,5,TENNESSEE,SHELBY
0500000US47159,19820,61,0,30570,9,TENNESSEE,SMITH
0500000US47161,13569,29,0,30997,9,TENNESSEE,STEWART
0500000US47163,157843,379.4,0.742,30329,7,TENNESSEE,SULLIVAN
0500000US47165,193036,303.4,0.754,43254,7,TENNESSEE,SUMNER
0500000US47167,60868,133.3,0.34,31632,0,TENNESSEE,TIPTON
0500000US47169,11463,68.9,0,29243,9,TENNESSEE,TROUSDALE
0500000US47171,17891,98.4,0.47,27357,9,TENNESSEE,UNICOI
0500000US47173,19597,85.5,0,28398,9,TENNESSEE,UNION
0500000US47175,6083,20.3,0,22819,9,TENNESSEE,VAN BUREN
0500000US47177,40801,92.1,0.401,25400,0,TENNESSEE,WARREN
0500000US47179,132067,376.7,0.75,28452,13,TENNESSEE,WASHINGTON
0500000US47181,16350,23.2,0,21477,9,TENNESSEE,WAYNE
0500000US47183,32948,60.3,0.313,23493,0,TENNESSEE,WEAKLEY
0500000US47185,27134,68.6,0.213,22378,9,TENNESSEE,WHITE
0500000US47187,242386,314.4,0.809,58803,7,TENNESSEE,WILLIAMSON
0500000US47189,144748,199.7,0.655,40936,13,TENNESSEE,WILSON
0500000US48001,58133,55,0.387,25958,0,TEXAS,ANDERSON
0500000US48003,18184,9.9,0.826,44487,9,TEXAS,ANDREWS
0500000US48005,86584,108.8,0.486,28093,13,TEXAS,ANGELINA
0500000US48007,24149,91.9,0.773,34338,9,TEXAS,ARANSAS
0500000US48009,8616,10,0.113,26446,9,TEXAS,ARCHER
0500000US48011,1980,2.1,0.001,38906,9,TEXAS,ARMSTRONG
0500000US48013,48684,36.8,0.302,29587,0,TEXAS,ATASCOSA
0500000US48015,30132,44,0.197,33009,9,TEXAS,AUSTIN
0500000US48017,6968,8.7,0.708,26159,9,TEXAS,BAILEY
0500000US48019,20839,25.9,0,42628,9,TEXAS,BANDERA
0500000US48021,94887,83.5,0.29,43038,13,TEXAS,BASTROP
0500000US48023,3491,4.3,0,20904,9,TEXAS,BAYLOR
0500000US48025,31191,36.2,0.578,24599,9,TEXAS,BEE
0500000US48027,364703,295.2,0.866,37994,11,TEXAS,BELL
0500000US48029,1990522,1383.1,0.959,39635,8,TEXAS,BEXAR
0500000US48031,11313,14.8,0,42580,9,TEXAS,BLANCO
0500000US48033,550,0.7,0.003,58281,9,TEXAS,BORDEN
0500000US48035,18275,18.5,0,33513,9,TEXAS,BOSQUE
0500000US48037,92957,104.6,0.639,27561,13,TEXAS,BOWIE
0500000US48039,368575,230.7,0.776,48595,11,TEXAS,BRAZORIA
0500000US48041,231095,332.8,0.894,30542,7,TEXAS,BRAZOS
0500000US48043,9501,1.5,0.555,37712,9,TEXAS,BREWSTER
0500000US48045,1266,1.8,0.001,22049,9,TEXAS,BRISCOE
0500000US48047,7100,7.7,0.655,12427,9,TEXAS,BROOKS
0500000US48049,38085,40.3,0.517,28339,0,TEXAS,BROWN
0500000US48051,17687,26.1,0,40349,9,TEXAS,BURLESON
0500000US48053,48424,43,0.332,39362,0,TEXAS,BURNET
0500000US48055,45286,69.8,0.484,41058,0,TEXAS,CALDWELL
0500000US48057,20367,42.2,0.475,35880,9,TEXAS,CALHOUN
0500000US48059,13781,15.1,0,31579,9,TEXAS,CALLAHAN
0500000US48061,420554,456,0.847,22357,3,TEXAS,CAMERON
0500000US48063,12498,63.3,0,22557,9,TEXAS,CAMP
0500000US48065,5856,6.7,0,41029,9,TEXAS,CARSON
0500000US48067,28692,32.5,0.192,27190,9,TEXAS,CASS
0500000US48069,7450,9,0,37667,9,TEXAS,CASTRO
0500000US48071,45257,58.8,0.425,36002,0,TEXAS,CHAMBERS
0500000US48073,50564,48.3,0.266,27719,0,TEXAS,CHEROKEE
0500000US48075,6784,10.1,0.814,33615,9,TEXAS,CHILDRESS
0500000US48077,10236,9.9,0,26667,9,TEXAS,CLAY
0500000US48079,2553,4,0.001,16094,9,TEXAS,COCHRAN
0500000US48081,3288,3.6,0,18000,9,TEXAS,COKE
0500000US48083,7848,7,0.437,37344,9,TEXAS,COLEMAN
0500000US48085,1039812,930,0.943,59813,5,TEXAS,COLLIN
0500000US48087,2948,3.3,0.001,29830,9,TEXAS,COLLINGSWORTH
0500000US48089,20559,21.7,0,27203,9,TEXAS,COLORADO
0500000US48091,156257,193.9,0.547,44905,7,TEXAS,COMAL
0500000US48093,13540,14.9,0,24119,9,TEXAS,COMANCHE
0500000US48095,3181,4.2,0.001,32250,9,TEXAS,CONCHO
0500000US48097,41215,43.9,0.38,35284,0,TEXAS,COOKE
0500000US48099,81692,71.7,0.771,33720,13,TEXAS,CORYELL
0500000US48101,1560,1.7,0.001,22321,9,TEXAS,COTTLE
0500000US48103,4654,5.6,0.001,39375,9,TEXAS,CRANE
0500000US48105,2939,1.3,0.001,42750,9,TEXAS,CROCKETT
0500000US48107,5265,6.7,0,22762,9,TEXAS,CROSBY
0500000US48109,2209,0.6,0.001,17344,9,TEXAS,CULBERSON
0500000US48111,7135,4.5,0.743,38083,9,TEXAS,DALLAM
0500000US48113,2604722,2718,0.995,49320,14,TEXAS,DALLAS
0500000US48115,12371,15.4,0.813,21104,9,TEXAS,DAWSON
0500000US48117,18675,12.9,0.821,34457,9,TEXAS,DEAF SMITH
0500000US48119,5251,20.4,0,29000,9,TEXAS,DELTA
0500000US48121,885012,754.3,0.932,53086,5,TEXAS,DENTON
0500000US48123,19834,22.1,0.424,25065,9,TEXAS,DEWITT
0500000US48125,1569,2.7,0.001,16875,9,TEXAS,DICKENS
0500000US48127,8840,7.5,0.621,14649,9,TEXAS,DIMMIT
0500000US48129,3266,4,0.001,29242,9,TEXAS,DONLEY
0500000US48131,10001,6.6,0,26875,9,TEXAS,DUVAL
0500000US48133,17785,20.1,0,21700,9,TEXAS,EASTLAND
0500000US48135,161258,152.8,0.916,42858,7,TEXAS,ECTOR
0500000US48137,1366,0.9,0.001,29144,9,TEXAS,EDWARDS
0500000US48139,187984,159.9,0.7,41578,7,TEXAS,ELLIS
0500000US48141,860485,790.6,0.967,28772,5,TEXAS,EL PASO
0500000US48143,42288,35,0.461,28958,0,TEXAS,ERATH
0500000US48145,17074,23.3,0.327,24734,9,TEXAS,FALLS
0500000US48147,35453,38.1,0.228,28976,0,TEXAS,FANNIN
0500000US48149,24445,25.8,0.175,29659,9,TEXAS,FAYETTE
0500000US48151,3720,4.4,0,33906,9,TEXAS,FISHER
0500000US48153,5478,6.5,0,38158,9,TEXAS,FLOYD
0500000US48155,1087,1.9,0.002,34063,9,TEXAS,FOARD
0500000US48157,806497,679.5,0.949,53948,12,TEXAS,FORT BEND
0500000US48159,10413,37.3,0,48719,9,TEXAS,FRANKLIN
0500000US48161,19478,22.6,0,26830,9,TEXAS,FREESTONE
0500000US48163,18428,15.2,0.476,0,9,TEXAS,FRIO
0500000US48165,21167,11.7,0.367,25114,9,TEXAS,GAINES
0500000US48167,347084,769.9,0.947,42234,11,TEXAS,GALVESTON
0500000US48169,5734,7.2,0,23681,9,TEXAS,GARZA
0500000US48171,26730,23.5,0.441,35884,9,TEXAS,GILLESPIE
0500000US48173,1221,1.4,0.002,0,9,TEXAS,GLASSCOCK
0500000US48175,7085,8.5,0,20293,9,TEXAS,GOLIAD
0500000US48177,19720,18.6,0.325,30587,9,TEXAS,GONZALES
0500000US48179,21398,24.3,0.842,31927,9,TEXAS,GRAY
0500000US48181,134205,129.6,0.519,34896,13,TEXAS,GRAYSON
0500000US48183,123744,445.4,0.868,32751,13,TEXAS,GREGG
0500000US48185,28878,33.8,0.251,32290,9,TEXAS,GRIMES
0500000US48187,169477,184.9,0.743,43668,7,TEXAS,GUADALUPE
0500000US48189,32879,36.1,0.677,22664,0,TEXAS,HALE
0500000US48191,2875,3.8,0.001,26307,9,TEXAS,HALL
0500000US48193,8211,10.2,0,25730,9,TEXAS,HAMILTON
0500000US48195,5332,6.1,0,30500,9,TEXAS,HANSFORD
0500000US48197,3567,6,0.001,30996,9,TEXAS,HARDEMAN
0500000US48199,56124,61.3,0.486,29748,0,TEXAS,HARDIN
0500000US48201,4697957,2402.4,0.99,44693,6,TEXAS,HARRIS
0500000US48203,68674,72.9,0.435,26440,0,TEXAS,HARRISON
0500000US48205,5465,4.1,0.637,42278,9,TEXAS,HARTLEY
0500000US48207,5420,6.5,0,29419,9,TEXAS,HASKELL
0500000US48209,234573,231.7,0.701,38066,7,TEXAS,HAYS
0500000US48211,3450,4.2,0.001,26686,9,TEXAS,HEMPHILL
0500000US48213,81717,89.9,0.343,26391,13,TEXAS,HENDERSON
0500000US48215,865677,493.2,0.929,25155,5,TEXAS,HIDALGO
0500000US48217,35686,36.6,0.204,33344,0,TEXAS,HILL
0500000US48219,21670,25.2,0.588,26893,9,TEXAS,HOCKLEY
0500000US48221,60521,121.7,0.612,31799,0,TEXAS,HOOD
0500000US48223,36666,45.8,0.418,31573,0,TEXAS,HOPKINS
0500000US48225,22288,19.3,0.263,20664,9,TEXAS,HOUSTON
0500000US48227,34620,38.9,0.817,34403,0,TEXAS,HOWARD
0500000US48229,3322,0.8,0.001,0,9,TEXAS,HUDSPETH
0500000US48231,98783,102.5,0.385,30373,13,TEXAS,HUNT
0500000US48233,20801,25,0.619,26653,9,TEXAS,HUTCHINSON
0500000US48235,1555,1.5,0.001,29491,9,TEXAS,IRION
0500000US48237,8494,9.9,0,22433,9,TEXAS,JACK
0500000US48239,14971,17,0.374,35795,9,TEXAS,JACKSON
0500000US48241,33369,38,0.217,26604,0,TEXAS,JASPER
0500000US48243,2021,1,0.001,25234,9,TEXAS,JEFF DAVIS
0500000US48245,256755,287.9,0.919,35324,11,TEXAS,JEFFERSON
0500000US48247,4864,4.7,0,33631,9,TEXAS,JIM HOGG
0500000US48249,39203,47.2,0.493,21617,0,TEXAS,JIM WELLS
0500000US48251,177022,208.3,0.555,40286,7,TEXAS,JOHNSON
0500000US48253,19721,21.8,0,32029,9,TEXAS,JONES
0500000US48255,14823,19.8,0,32061,9,TEXAS,KARNES
0500000US48257,140145,132.4,0.571,42949,13,TEXAS,KAUFMAN
0500000US48259,43842,50.4,0.42,46581,0,TEXAS,KENDALL
0500000US48261,169,0.3,0.005,0,9,TEXAS,KENEDY
0500000US48263,632,0.9,0.002,62719,9,TEXAS,KENT
0500000US48265,52411,45,0.593,38715,0,TEXAS,KERR
0500000US48267,4295,3.7,0,27880,9,TEXAS,KIMBLE
0500000US48269,229,0.3,0.006,96250,9,TEXAS,KING
0500000US48271,3199,2.6,0.001,21930,9,TEXAS,KINNEY
0500000US48273,31015,36.4,0.81,24947,9,TEXAS,KLEBERG
0500000US48275,3384,4.4,0.001,26223,9,TEXAS,KNOX
0500000US48277,49932,54.9,0.545,21804,0,TEXAS,LAMAR
0500000US48279,13147,13.8,0.437,23019,9,TEXAS,LAMB
0500000US48281,21443,27.6,0.333,32044,9,TEXAS,LAMPASAS
0500000US48283,6956,4.6,0,18176,9,TEXAS,LA SALLE
0500000US48285,20287,19.9,0.153,29721,9,TEXAS,LAVACA
0500000US48287,17393,26.4,0,31125,9,TEXAS,LEE
0500000US48289,15877,15.7,0,30382,9,TEXAS,LEON
0500000US48291,89948,65.3,0.258,26797,13,TEXAS,LIBERTY
0500000US48293,22252,25.8,0.26,27114,9,TEXAS,LIMESTONE
0500000US48295,3138,3.5,0.001,37143,9,TEXAS,LIPSCOMB
0500000US48297,11378,11.1,0,23537,9,TEXAS,LIVE OAK
0500000US48299,21246,20.7,0.482,34081,9,TEXAS,LLANO
0500000US48301,83,0.1,0.029,43864,9,TEXAS,LOVING
0500000US48303,308580,311.3,0.903,33091,11,TEXAS,LUBBOCK
0500000US48305,5587,6.6,0,28466,9,TEXAS,LYNN
0500000US48307,7676,7.8,0.599,32336,9,TEXAS,MCCULLOCH
0500000US48309,258031,226.5,0.767,29926,11,TEXAS,MCLENNAN
0500000US48311,729,0.6,0.002,29063,9,TEXAS,MCMULLEN
0500000US48313,13579,29.3,0,35511,9,TEXAS,MADISON
0500000US48315,9748,27.7,0,23081,9,TEXAS,MARION
0500000US48317,5213,5.2,0,29091,9,TEXAS,MARTIN
0500000US48319,3948,4.3,0,23795,9,TEXAS,MASON
0500000US48321,36323,33.4,0.47,27216,0,TEXAS,MATAGORDA
0500000US48323,57769,42.4,0.932,15667,0,TEXAS,MAVERICK
0500000US48325,50458,34.7,0.156,31099,0,TEXAS,MEDINA
0500000US48327,1981,2.5,0.001,22356,9,TEXAS,MENARD
0500000US48329,166964,152,0.877,50431,7,TEXAS,MIDLAND
0500000US48331,24895,24.3,0.412,32286,9,TEXAS,MILAM
0500000US48333,4520,6.6,0,24620,9,TEXAS,MILLS
0500000US48335,8903,10.3,0.49,42666,9,TEXAS,MITCHELL
0500000US48337,19850,21.2,0.243,33044,9,TEXAS,MONTAGUE
0500000US48339,607999,437.5,0.783,48528,3,TEXAS,MONTGOMERY
0500000US48341,21494,24.3,0.688,33544,9,TEXAS,MOORE
0500000US48343,11988,51.3,0,25322,9,TEXAS,MORRIS
0500000US48345,1269,1.2,0.001,27404,9,TEXAS,MOTLEY
0500000US48347,64822,68.2,0.518,24878,0,TEXAS,NACOGDOCHES
0500000US48349,51908,47.3,0.437,28019,0,TEXAS,NAVARRO
0500000US48351,12532,15.5,0,15524,9,TEXAS,NEWTON
0500000US48353,14727,16.7,0.707,24688,9,TEXAS,NOLAN
0500000US48355,353594,405.8,0.947,35832,11,TEXAS,NUECES
0500000US48357,10063,11.1,0.826,37163,9,TEXAS,OCHILTREE
0500000US48359,2251,1.4,0.001,39583,9,TEXAS,OLDHAM
0500000US48361,85045,245.3,0.659,34403,13,TEXAS,ORANGE
0500000US48363,28303,29.5,0.393,34679,9,TEXAS,PALO PINTO
0500000US48365,22583,29.7,0.265,26132,9,TEXAS,PANOLA
0500000US48367,144803,129.4,0.369,42529,13,TEXAS,PARKER
0500000US48369,9874,11.7,0,34122,9,TEXAS,PARMER
0500000US48371,15202,3.3,0.631,33838,9,TEXAS,PECOS
0500000US48373,49372,43,0.097,28350,0,TEXAS,POLK
0500000US48375,119043,133.3,0.894,27669,13,TEXAS,POTTER
0500000US48377,6328,2,0,22518,9,TEXAS,PRESIDIO
0500000US48379,12013,47.6,0,32547,9,TEXAS,RAINS
0500000US48381,139176,132.4,0.843,40615,13,TEXAS,RANDALL
0500000US48383,3363,2.9,0.001,31422,9,TEXAS,REAGAN
0500000US48385,2852,4.7,0.001,26354,9,TEXAS,REAL
0500000US48387,11685,12.4,0,25936,9,TEXAS,RED RIVER
0500000US48389,14584,5.2,0.835,38487,9,TEXAS,REEVES
0500000US48391,6822,9.6,0,30568,9,TEXAS,REFUGIO
0500000US48393,724,1,0.002,41964,9,TEXAS,ROBERTS
0500000US48395,16839,19.4,0,25631,9,TEXAS,ROBERTSON
0500000US48397,105227,616.7,0.875,61274,13,TEXAS,ROCKWALL
0500000US48399,9887,10,0,28827,9,TEXAS,RUNNELS
0500000US48401,52542,57.7,0.292,28368,0,TEXAS,RUSK
0500000US48403,9974,22,0,24596,9,TEXAS,SABINE
0500000US48405,7964,16.7,0,18550,9,TEXAS,SAN AUGUSTINE
0500000US48407,27380,46.3,0,26480,9,TEXAS,SAN JACINTO
0500000US48409,68600,93.5,0.73,30591,0,TEXAS,SAN PATRICIO
0500000US48411,5775,5.4,0,28441,9,TEXAS,SAN SABA
0500000US48413,2547,2.6,0.001,26992,9,TEXAS,SCHLEICHER
0500000US48415,16985,18.7,0.694,31830,9,TEXAS,SCURRY
0500000US48417,3145,3.7,0.001,24728,9,TEXAS,SHACKELFORD
0500000US48419,24254,32,0.199,21612,9,TEXAS,SHELBY
0500000US48421,2357,3.3,0.001,35341,9,TEXAS,SHERMAN
0500000US48423,231429,227.6,0.658,34193,7,TEXAS,SMITH
0500000US48425,9170,45.5,0,0,9,TEXAS,SOMERVELL
0500000US48427,65568,49.8,0.705,13667,0,TEXAS,STARR
0500000US48429,9142,10.7,0.567,18897,9,TEXAS,STEPHENS
0500000US48431,1391,1.2,0.002,0,9,TEXAS,STERLING
0500000US48433,1358,1.6,0.001,23250,9,TEXAS,STONEWALL
0500000US48435,3417,2.8,0.001,44408,9,TEXAS,SUTTON
0500000US48437,7055,8.8,0,25994,9,TEXAS,SWISHER
0500000US48439,2091953,2094.7,0.988,45833,8,TEXAS,TARRANT
0500000US48441,141739,143.6,0.831,34313,13,TEXAS,TAYLOR
0500000US48443,979,0.4,0.002,37204,9,TEXAS,TERRELL
0500000US48445,11937,14.2,0.736,35336,9,TEXAS,TERRY
0500000US48447,1426,1.8,0.001,27125,9,TEXAS,THROCKMORTON
0500000US48449,31327,79.6,0.469,29832,0,TEXAS,TITUS
0500000US48451,119048,72.4,0.844,35420,13,TEXAS,TOM GREEN
0500000US48453,1267795,1034.4,0.958,59242,10,TEXAS,TRAVIS
0500000US48455,13695,21,0,28530,9,TEXAS,TRINITY
0500000US48457,20032,23.5,0,29167,9,TEXAS,TYLER
0500000US48459,40781,67.4,0.19,28046,0,TEXAS,UPSHUR
0500000US48461,3340,2.7,0.001,30096,9,TEXAS,UPTON
0500000US48463,24918,17,0.616,25355,9,TEXAS,UVALDE
